,,,,,,
,Sales ID,Date,Product Name,Total Revenue,Sales Location,Sales Medium
,AT-9505,25/Apr/19,Nescafe Gold,"$1,837.50 ",Queensland,Online
,AT-11049,01/Jul/19,Nescafe Gold,$918.75 ,Queensland,Online
,AT-11184,05/Jul/19,Nescafe Gold,$529.20 ,Queensland,Online
,AT-11967,03/Aug/19,Nescafe Gold,"$1,176.00 ",Queensland,Online
,AT-13209,18/Sep/19,Nescafe Gold,$764.40 ,Queensland,Online
,AT-17116,22/Apr/20,Nescafe Gold,$220.50 ,Queensland,Online
,AT-17427,08/May/20,Nescafe Gold,$294.00 ,Queensland,Online
,AT-20013,17/Aug/20,Nescafe Gold,$477.75 ,Queensland,Online
,AT-21093,26/Sep/20,Nescafe Gold,$808.50 ,Queensland,Online
,AT-21876,24/Oct/20,Nescafe Gold,$624.75 ,Queensland,Online
,AT-3167,23/Jun/18,Nescafe Gold,$418.55 ,Queensland,Direct
,AT-3923,20/Jul/18,Nescafe Gold,"$1,295.50 ",Queensland,Direct
,AT-6056,06/Oct/18,Nescafe Gold,$498.27 ,Queensland,Direct
,AT-12887,06/Sep/19,Nescafe Gold,"$3,188.92 ",Queensland,Direct
,AT-13967,15/Oct/19,Nescafe Gold,"$2,889.96 ",Queensland,Direct
,AT-14756,12/Nov/19,Nescafe Gold,"$2,889.96 ",Queensland,Direct
,AT-18395,19/Jun/20,Nescafe Gold,$398.62 ,Queensland,Direct
,AT-20771,14/Sep/20,Nescafe Gold,"$1,195.85 ",Queensland,Direct
,AT-21554,12/Oct/20,Nescafe Gold,"$1,195.85 ",Queensland,Direct
,AT-22874,27/Nov/20,Nescafe Gold,"$2,192.38 ",Queensland,Direct
,AT-2267,17/May/18,Nes Cau,$469.48 ,Queensland,Direct
,AT-2702,06/Jun/18,Nes Cau,"$1,095.46 ",Queensland,Direct
,AT-4187,30/Jul/18,Nes Cau,"$1,114.62 ",Queensland,Direct
,AT-4943,27/Aug/18,Nes Cau,"$3,051.63 ",Queensland,Direct
,AT-5078,01/Sep/18,Nes Cau,"$1,721.43 ",Queensland,Direct
,AT-7112,13/Nov/18,Nes Cau,"$1,408.44 ",Queensland,Direct
,AT-8182,09/Feb/19,Nes Cau,"$3,577.00 ",Queensland,Direct
,AT-8518,01/Mar/19,Nes Cau,"$3,577.00 ",Queensland,Direct
,AT-10748,20/Jun/19,Nes Cau,"$1,788.50 ",Queensland,Direct
,AT-13907,13/Oct/19,Milo,"$3,241.66 ",Queensland,Direct
,AT-15050,22/Nov/19,Milo,"$3,241.66 ",Queensland,Direct
,AT-16090,24/Feb/20,Milo,"$2,906.31 ",Queensland,Direct
,AT-16827,07/Apr/20,Milo,"$2,235.63 ",Queensland,Direct
,AT-18659,29/Jun/20,Milo,$447.13 ,Queensland,Direct
,AT-19415,26/Jul/20,Milo,$670.69 ,Queensland,Direct
,AT-21818,22/Oct/20,Milo,"$1,341.38 ",Queensland,Direct
,AT-22628,19/Nov/20,Milo,"$4,471.25 ",Queensland,Direct
,AT-218,19/Jan/18,Milo,"$2,928.79 ",Queensland,Direct
,AT-2115,10/May/18,Milo,"$1,331.27 ",Queensland,Direct
,AT-2906,14/Jun/18,Milo,"$9,718.26 ",Queensland,Direct
,AT-3986,23/Jul/18,Milo,"$3,727.55 ",Queensland,Direct
,AT-4742,20/Aug/18,Milo,"$2,662.54 ",Queensland,Direct
,AT-7160,15/Nov/18,Milo,"$1,597.52 ",Queensland,Direct
,AT-8475,28/Feb/19,Milo,$912.87 ,Queensland,Direct
,AT-9451,23/Apr/19,Milo,"$6,846.53 ",Queensland,Direct
,AT-10083,25/May/19,Milo,"$4,754.53 ",Queensland,Direct
,AT-10790,22/Jun/19,Milo,"$8,672.27 ",Queensland,Direct
,AT-11546,19/Jul/19,Milo,"$4,868.64 ",Queensland,Direct
,AT-13706,06/Oct/19,Milo,"$2,890.76 ",Queensland,Direct
,AT-15726,02/Feb/20,Milo,"$1,820.31 ",Queensland,Direct
,AT-20510,05/Sep/20,Milo,"$3,993.81 ",Queensland,Direct
,AT-21617,15/Oct/20,Milo,"$2,852.72 ",Queensland,Direct
,AT-22406,12/Nov/20,Milo,"$2,282.18 ",Queensland,Direct
,AT-728,23/Feb/18,Nestle Drumstick,"$1,255.64 ",Queensland,Direct
,AT-1214,23/Mar/18,Nestle Drumstick,$209.27 ,Queensland,Direct
,AT-1652,16/Apr/18,Nestle Drumstick,"$1,674.18 ",Queensland,Direct
,AT-3664,11/Jul/18,Nestle Drumstick,"$1,295.50 ",Queensland,Direct
,AT-4420,08/Aug/18,Nestle Drumstick,"$1,295.50 ",Queensland,Direct
,AT-5662,23/Sep/18,Nestle Drumstick,"$1,096.19 ",Queensland,Direct
,AT-7744,07/Jan/19,Nestle Drumstick,$318.89 ,Queensland,Direct
,AT-8348,20/Feb/19,Nestle Drumstick,"$1,435.01 ",Queensland,Direct
,AT-9263,13/Apr/19,Nestle Drumstick,$956.68 ,Queensland,Direct
,AT-9845,13/May/19,Nestle Drumstick,"$1,355.29 ",Queensland,Direct
,AT-10225,01/Jun/19,Nestle Drumstick,$956.68 ,Queensland,Direct
,AT-12493,23/Aug/19,Nestle Drumstick,"$2,391.69 ",Queensland,Direct
,AT-14329,29/Oct/19,Nestle Drumstick,"$3,188.92 ",Queensland,Direct
,AT-14470,03/Nov/19,Nestle Drumstick,"$2,889.96 ",Queensland,Direct
,AT-15592,22/Jan/20,Nestle Drumstick,"$1,793.77 ",Queensland,Direct
,AT-17216,28/Apr/20,Nestle Drumstick,"$1,893.42 ",Queensland,Direct
,AT-17693,22/May/20,Nestle Drumstick,"$1,195.85 ",Queensland,Direct
,AT-18136,10/Jun/20,Nestle Drumstick,"$1,993.08 ",Queensland,Direct
,AT-18892,07/Jul/20,Nestle Drumstick,$597.92 ,Queensland,Direct
,AT-20377,31/Aug/20,Nestle Drumstick,$896.88 ,Queensland,Direct
,AT-21133,28/Sep/20,Nestle Drumstick,"$1,594.46 ",Queensland,Direct
,AT-21295,03/Oct/20,Nestle Drumstick,"$1,793.77 ",Queensland,Direct
,AT-890,04/Mar/18,Nestle Drumstick,$615.26 ,Queensland,Direct
,AT-2496,29/May/18,Nestle Drumstick,$791.04 ,Queensland,Direct
,AT-3015,18/Jun/18,Nestle Drumstick,$627.81 ,Queensland,Direct
,AT-5391,13/Sep/18,Nestle Drumstick,"$1,381.19 ",Queensland,Direct
,AT-6147,10/Oct/18,Nestle Drumstick,$627.81 ,Queensland,Direct
,AT-7461,25/Nov/18,Nestle Drumstick,"$1,933.66 ",Queensland,Direct
,AT-7695,03/Jan/19,Nestle Drumstick,"$2,762.38 ",Queensland,Direct
,AT-8711,13/Mar/19,Nestle Drumstick,"$4,018.00 ",Queensland,Direct
,AT-11979,04/Aug/19,Nestle Drumstick,"$4,018.00 ",Queensland,Direct
,AT-14220,25/Oct/19,Nestle Drumstick,"$4,018.00 ",Queensland,Direct
,AT-15471,12/Jan/20,Nestle Drumstick,$251.13 ,Queensland,Direct
,AT-15919,14/Feb/20,Nestle Drumstick,$376.69 ,Queensland,Direct
,AT-16328,10/Mar/20,Nestle Drumstick,$376.69 ,Queensland,Direct
,AT-16835,08/Apr/20,Nestle Drumstick,$627.81 ,Queensland,Direct
,AT-17312,03/May/20,Nestle Drumstick,"$2,887.94 ",Queensland,Direct
,AT-18783,03/Jul/20,Nestle Drumstick,$753.38 ,Queensland,Direct
,AT-19863,12/Aug/20,Nestle Drumstick,$251.13 ,Queensland,Direct
,AT-20619,09/Sep/20,Nestle Drumstick,"$1,506.75 ",Queensland,Direct
,AT-22977,01/Dec/20,Nestle Drumstick,"$2,762.38 ",Queensland,Direct
,AT-320,27/Jan/18,Nes Cau,"$3,587.78 ",Queensland,Direct
,AT-2461,27/May/18,Nes Cau,"$3,587.78 ",Queensland,Direct
,AT-2966,16/Jun/18,Smarties,"$4,148.37 ",Queensland,Direct
,AT-3116,21/Jun/18,Smarties,$326.16 ,Queensland,Online
,AT-3722,13/Jul/18,Smarties,"$2,915.07 ",Queensland,Direct
,AT-4196,30/Jul/18,Nes Cau,$848.01 ,Queensland,Online
,AT-4952,27/Aug/18,Smarties,$717.54 ,Queensland,Online
,AT-5087,01/Sep/18,Smarties,$717.54 ,Queensland,Online
,AT-6098,08/Oct/18,Nes Cau,"$4,036.25 ",Queensland,Direct
,AT-6866,05/Nov/18,Nes Cau,"$3,475.66 ",Queensland,Direct
,AT-7391,22/Nov/18,Nes Cau,$326.16 ,Queensland,Online
,AT-8144,07/Feb/19,Nes Cau,$896.95 ,Queensland,Direct
,AT-10526,12/Jun/19,Nes Cau,"$5,509.81 ",Queensland,Direct
,AT-6420,20/Oct/18,Nescafe,"$1,651.55 ",Queensland,Direct
,AT-11000,29/Jun/19,Nescafe,"$1,630.78 ",Queensland,Online
,AT-11756,26/Jul/19,Nescafe,"$1,630.78 ",Queensland,Online
,AT-17499,12/May/20,Nescafe,"$1,629.25 ",Queensland,Online
,AT-5340,11/Sep/18,Nescafe,"$1,582.73 ",Queensland,Direct
,AT-5400,13/Sep/18,Nescafe,"$1,524.70 ",Queensland,Direct
,AT-13251,20/Sep/19,Nescafe,"$1,494.26 ",Queensland,Direct
,AT-15764,04/Feb/20,Smarties,"$4,644.89 ",Queensland,Direct
,AT-16299,08/Mar/20,Smarties,"$6,086.41 ",Queensland,Direct
,AT-17737,24/May/20,Smarties,$640.68 ,Queensland,Direct
,AT-22637,19/Nov/20,Nescafe,"$1,435.09 ",Queensland,Online
,AT-8871,22/Mar/19,Nescafe,"$1,372.00 ",Queensland,Online
,AT-21353,05/Oct/20,Smarties,"$5,766.08 ",Queensland,Direct
,AT-2043,06/May/18,Nescafe,"$1,320.55 ",Queensland,Online
,AT-602,15/Feb/18,Nescafe,"$1,307.47 ",Queensland,Direct
,AT-11819,29/Jul/19,Nescafe,"$1,293.60 ",Queensland,Online
,AT-669,19/Feb/18,Nesquik Duo,"$3,294.52 ",Queensland,Direct
,AT-1486,07/Apr/18,Nesquik Duo,"$3,682.11 ",Queensland,Direct
,AT-4371,06/Aug/18,Nesquik Duo,"$1,162.77 ",Queensland,Direct
,AT-5127,03/Sep/18,Nesquik Duo,"$3,779.00 ",Queensland,Direct
,AT-6369,18/Oct/18,Nesquik Duo,"$1,356.57 ",Queensland,Direct
,AT-7725,05/Jan/19,Nesquik Duo,"$2,657.76 ",Queensland,Direct
,AT-8489,28/Feb/19,Nesquik Duo,$664.44 ,Queensland,Direct
,AT-8547,03/Mar/19,Nesquik Duo,$221.48 ,Queensland,Direct
,AT-9325,16/Apr/19,Nesquik Duo,"$4,097.38 ",Queensland,Direct
,AT-13200,18/Sep/19,Nesquik Duo,"$2,214.80 ",Queensland,Direct
,AT-14280,27/Oct/19,Nesquik Duo,"$2,879.24 ",Queensland,Direct
,AT-15105,24/Nov/19,Nesquik Duo,$996.66 ,Queensland,Direct
,AT-15357,02/Jan/20,Nesquik Duo,"$3,322.20 ",Queensland,Direct
,AT-16470,18/Mar/20,Nesquik Duo,"$14,119.35 ",Queensland,Direct
,AT-18708,01/Jul/20,Nesquik Duo,$553.70 ,Queensland,Direct
,AT-18843,05/Jul/20,Nesquik Duo,"$3,737.48 ",Queensland,Direct
,AT-19599,02/Aug/20,Nesquik Duo,$276.85 ,Queensland,Direct
,AT-21084,26/Sep/20,Nesquik Duo,"$3,599.05 ",Queensland,Direct
,AT-21867,24/Oct/20,Nesquik Duo,"$5,813.85 ",Queensland,Direct
,AT-15793,06/Feb/20,Nescafe,"$1,234.80 ",Queensland,Online
,AT-9535,27/Apr/19,Nescafe,"$1,234.80 ",Queensland,Online
,AT-11446,15/Jul/19,Nescafe,"$1,234.80 ",Queensland,Online
,AT-15450,10/Jan/20,Nescafe,"$1,179.68 ",Queensland,Direct
,AT-21253,01/Oct/20,Nescafe,"$1,176.00 ",Queensland,Direct
,AT-1052,13/Mar/18,Nescafe,"$1,164.31 ",Queensland,Direct
,AT-14413,01/Nov/19,Nescafe,"$1,146.60 ",Queensland,Online
,AT-3935,21/Jul/18,Nescafe,"$1,131.90 ",Queensland,Online
,AT-18599,27/Jun/20,Nescafe,"$1,121.18 ",Queensland,Direct
,AT-3400,01/Jul/18,Nescafe,"$1,080.45 ",Queensland,Online
,AT-22351,10/Nov/20,Nescafe,"$1,051.05 ",Queensland,Online
,AT-1464,06/Apr/18,Nescafe,"$1,032.22 ",Queensland,Direct
,AT-9004,30/Mar/19,Nescafe,"$1,019.20 ",Queensland,Online
,AT-14007,17/Oct/19,Nescafe,"$1,014.52 ",Queensland,Direct
,AT-436,04/Feb/18,Maggi,$686.00 ,Queensland,Direct
,AT-1090,15/Mar/18,Maggi,$548.80 ,Queensland,Direct
,AT-3622,09/Jul/18,Milo,"$1,274.00 ",Queensland,Direct
,AT-5863,30/Sep/18,Milo,"$1,078.00 ",Queensland,Direct
,AT-6754,01/Nov/18,Milo,$490.00 ,Queensland,Direct
,AT-8056,01/Feb/19,Milo,"$3,136.00 ",Queensland,Direct
,AT-9013,30/Mar/19,Nes Cau,"$3,136.00 ",Queensland,Direct
,AT-9697,05/May/19,Nes Cau,$470.40 ,Queensland,Direct
,AT-10426,08/Jun/19,Nes Cau,$235.20 ,Queensland,Direct
,AT-11506,17/Jul/19,Nes Cau,"$2,450.00 ",Queensland,Direct
,AT-12289,15/Aug/19,Nes Cau,"$3,136.00 ",Queensland,Direct
,AT-14692,10/Nov/19,Nes Cau,"$2,842.00 ",Queensland,Direct
,AT-15964,16/Feb/20,Nes Cau,$294.00 ,Queensland,Direct
,AT-17665,20/May/20,Nes Cau,$882.00 ,Queensland,Direct
,AT-18337,17/Jun/20,Nes Cau,$392.00 ,Queensland,Direct
,AT-19093,14/Jul/20,Nes Cau,$196.00 ,Queensland,Direct
,AT-640,17/Feb/18,Nescafe,$970.26 ,Queensland,Direct
,AT-15499,14/Jan/20,Nescafe,$955.50 ,Queensland,Online
,AT-6570,25/Oct/18,Smarties,$321.56 ,Queensland,Online
,AT-11133,03/Jul/19,Smarties,"$1,914.06 ",Queensland,Online
,AT-12240,13/Aug/19,Smarties,"$2,450.00 ",Queensland,Online
,AT-12996,10/Sep/19,Smarties,"$2,450.00 ",Queensland,Online
,AT-19357,24/Jul/20,Nescafe,$943.25 ,Queensland,Online
,AT-766,25/Feb/18,Nescafe,$900.38 ,Queensland,Online
,AT-9347,17/Apr/19,Nescafe,$887.10 ,Queensland,Direct
,AT-15041,22/Nov/19,Nescafe,$882.00 ,Queensland,Online
,AT-4329,04/Aug/18,Nescafe,$842.19 ,Queensland,Online
,AT-5449,15/Sep/18,Nescafe,$836.06 ,Queensland,Online
,AT-20720,12/Sep/20,Nescafe,$782.78 ,Queensland,Online
,AT-21827,22/Oct/20,Nescafe,$782.78 ,Queensland,Online
,AT-4642,16/Aug/18,Nescafe,$720.30 ,Queensland,Online
,AT-10848,24/Jun/19,Nescafe,$699.94 ,Queensland,Direct
,AT-12553,25/Aug/19,Nescafe,$686.00 ,Queensland,Online
,AT-2644,04/Jun/18,Nescafe,$660.28 ,Queensland,Online
,AT-18085,08/Jun/20,Nescafe,$644.96 ,Queensland,Online
,AT-12189,11/Aug/19,Nescafe,$619.36 ,Queensland,Direct
,AT-7103,13/Nov/18,Nescafe,$617.40 ,Queensland,Online
,AT-20326,29/Aug/20,Nescafe,$613.11 ,Queensland,Online
,AT-1582,12/Apr/18,Nescafe,$600.25 ,Queensland,Online
,AT-1283,27/Mar/18,Nescafe,$514.50 ,Queensland,Online
,AT-9891,15/May/19,Nescafe,$411.60 ,Queensland,Online
,AT-2080,08/May/18,Nescafe,$398.13 ,Queensland,Online
,AT-18993,10/Jul/20,Nescafe,$387.10 ,Queensland,Direct
,AT-20073,19/Aug/20,Nescafe,$387.10 ,Queensland,Direct
,AT-14229,25/Oct/19,Nescafe,$332.66 ,Queensland,Direct
,AT-9513,26/Apr/19,Nescafe,$318.50 ,Queensland,Online
,AT-16501,20/Mar/20,Nescafe,$294.92 ,Queensland,Direct
,AT-16743,03/Apr/20,Nescafe,$294.92 ,Queensland,Direct
,AT-17275,01/May/20,Nescafe,$294.92 ,Queensland,Direct
,AT-2505,29/May/18,Nescafe,$291.08 ,Queensland,Direct
,AT-6156,10/Oct/18,Nescafe,$291.08 ,Queensland,Direct
,AT-199,17/Jan/18,Nescafe,$278.69 ,Queensland,Online
,AT-17186,26/Apr/20,Nescafe,$277.22 ,Queensland,Direct
,AT-20335,29/Aug/20,Nescafe,$196.00 ,Queensland,Direct
,AT-20113,21/Aug/20,Nescafe,$171.50 ,Queensland,Online
,AT-10875,25/Jun/19,Nescafe,$290.99 ,Queensland,Direct
,AT-7254,18/Nov/18,Nescafe,$289.02 ,Queensland,Direct
,AT-9708,06/May/19,Nescafe,$286.65 ,Queensland,Online
,AT-18677,30/Jun/20,Nescafe,$282.98 ,Queensland,Online
,AT-17205,27/Apr/20,Nescafe,$270.29 ,Queensland,Direct
,AT-1098,16/Mar/18,Nescafe,$264.75 ,Queensland,Online
,AT-17295,02/May/20,Nescafe,$260.51 ,Queensland,Direct
,AT-3962,22/Jul/18,Nescafe,$241.82 ,Queensland,Online
,AT-15511,15/Jan/20,Nescafe,$238.88 ,Queensland,Online
,AT-8526,02/Mar/19,Nescafe,$235.20 ,Queensland,Online
,AT-12258,14/Aug/19,Nescafe,$221.77 ,Queensland,Direct
,AT-21060,25/Sep/20,Nescafe,$221.77 ,Queensland,Direct
,AT-353,30/Jan/18,Nescafe,$221.24 ,Queensland,Online
,AT-15462,11/Jan/20,Nescafe,$216.27 ,Queensland,Direct
,AT-11524,18/Jul/19,Nescafe,$203.84 ,Queensland,Online
,AT-2720,07/Jun/18,Nescafe,$195.51 ,Queensland,Online
,AT-5427,14/Sep/18,Nescafe,$194.05 ,Queensland,Direct
,AT-1693,18/Apr/18,Nescafe,$192.29 ,Queensland,Online
,AT-9946,18/May/19,Nescafe,$185.22 ,Queensland,Online
,AT-10766,21/Jun/19,Nescafe,$179.34 ,Queensland,Online
,AT-9673,04/May/19,Nescafe,$177.42 ,Queensland,Direct
,AT-22952,30/Nov/20,Nescafe,$176.19 ,Queensland,Direct
,AT-18819,04/Jul/20,Nescafe,$173.26 ,Queensland,Direct
,AT-3640,10/Jul/18,Nescafe,$167.21 ,Queensland,Online
,AT-15809,07/Feb/20,Nescafe,$161.70 ,Queensland,Online
,AT-5476,16/Sep/18,Nescafe,$161.64 ,Queensland,Online
,AT-7716,04/Jan/19,Nescafe,"$3,049.39 ",Queensland,Direct
,AT-22381,11/Nov/20,Nescafe,"$2,946.13 ",Queensland,Online
,AT-16762,04/Apr/20,Nescafe,"$2,752.58 ",Queensland,Direct
,AT-8888,23/Mar/19,Nescafe,"$2,744.00 ",Queensland,Online
,AT-13336,23/Sep/19,Nescafe,"$2,744.00 ",Queensland,Online
,AT-12307,16/Aug/19,Nescafe,"$2,675.40 ",Queensland,Online
,AT-13549,01/Oct/19,Nescafe,"$2,548.00 ",Queensland,Online
,AT-7133,14/Nov/18,Nescafe,$13.23 ,Queensland,Online
,AT-3252,26/Jun/18,Nescafe,$13.06 ,Queensland,Direct
,AT-5367,12/Sep/18,Nescafe,$12.29 ,Queensland,Direct
,AT-1483,07/Apr/18,Nescafe,$12.10 ,Queensland,Direct
,AT-20856,17/Sep/20,Nescafe,"$2,322.60 ",Queensland,Direct
,AT-9366,18/Apr/19,Nescafe,$12.54 ,Queensland,Direct
,AT-19839,11/Aug/20,Nescafe,$12.10 ,Queensland,Direct
,AT-20353,30/Aug/20,Nescafe,$12.10 ,Queensland,Online
,AT-9911,16/May/19,Nescafe,$12.10 ,Queensland,Online
,AT-17519,13/May/20,Nescafe,$12.10 ,Queensland,Online
,AT-5628,21/Sep/18,Nescafe,$11.63 ,Queensland,Direct
,AT-1601,13/Apr/18,Nescafe,"$2,100.88 ",Queensland,Online
,AT-11945,02/Aug/19,Nescafe,"$2,087.40 ",Queensland,Online
,AT-19433,27/Jul/20,Nescafe,"$1,984.50 ",Queensland,Online
,AT-6447,21/Oct/18,Nescafe,"$1,926.80 ",Queensland,Direct
,AT-15014,21/Nov/19,Nescafe,"$1,922.03 ",Queensland,Direct
,AT-13943,14/Oct/19,Nescafe,"$1,891.71 ",Queensland,Online
,AT-22324,09/Nov/20,Nescafe,"$1,886.50 ",Queensland,Online
,AT-15492,13/Jan/20,Nescafe,"$1,801.91 ",Queensland,Direct
,AT-21593,14/Oct/20,Nescafe,"$1,764.00 ",Queensland,Online
,AT-21271,02/Oct/20,Nescafe,"$1,751.75 ",Queensland,Online
,AT-2930,14/Jun/18,Maggi,$959.48 ,Queensland,Online
,AT-4172,29/Jul/18,Maggi,$959.48 ,Queensland,Online
,AT-7364,21/Nov/18,Maggi,$369.03 ,Queensland,Online
,AT-10976,28/Jun/19,Maggi,"$1,845.16 ",Queensland,Online
,AT-12974,09/Sep/19,Maggi,"$2,361.80 ",Queensland,Online
,AT-13730,06/Oct/19,Maggi,"$2,140.38 ",Queensland,Online
,AT-15302,30/Nov/19,Maggi,$516.64 ,Queensland,Online
,AT-19778,08/Aug/20,Maggi,$885.68 ,Queensland,Online
,AT-20534,01/Jan/18,Maggi,$885.68 ,Queensland,Online
,AT-21803,21/Oct/20,Maggi,$885.68 ,Queensland,Online
,AT-1038,12/Mar/18,Maggi,$836.06 ,Queensland,Direct
,AT-1663,16/Apr/18,Maggi,"$2,020.48 ",Queensland,Direct
,AT-3243,26/Jun/18,Maggi,$497.66 ,Queensland,Direct
,AT-5376,01/Jan/18,Maggi,"$1,094.84 ",Queensland,Direct
,AT-8859,21/Mar/19,Maggi,"$3,503.50 ",Queensland,Direct
,AT-9274,13/Apr/19,Maggi,"$4,140.50 ",Queensland,Direct
,AT-9636,02/May/19,Maggi,$955.50 ,Queensland,Direct
,AT-12207,12/Aug/19,Maggi,"$3,185.00 ",Queensland,Direct
,AT-13287,21/Sep/19,Maggi,"$3,185.00 ",Queensland,Direct
,AT-14043,18/Oct/19,Maggi,"$2,886.41 ",Queensland,Direct
,AT-17227,28/Apr/20,Maggi,$597.19 ,Queensland,Direct
,AT-17484,11/May/20,Maggi,$597.19 ,Queensland,Direct
,AT-20091,20/Aug/20,Maggi,$199.06 ,Queensland,Direct
,AT-20847,17/Sep/20,Maggi,"$1,194.38 ",Queensland,Direct
,AT-1240,24/Mar/18,Kit Kat,$483.50 ,Queensland,Online
,AT-2620,03/Jun/18,Kit Kat,"$1,665.39 ",Queensland,Online
,AT-3700,12/Jul/18,Kit Kat,$805.84 ,Queensland,Online
,AT-4456,09/Aug/18,Kit Kat,$537.22 ,Queensland,Online
,AT-6697,30/Oct/18,Kit Kat,$191.87 ,Queensland,Online
,AT-6841,04/Nov/18,Kit Kat,$161.17 ,Queensland,Online
,AT-8101,04/Feb/19,Kit Kat,$844.21 ,Queensland,Online
,AT-9462,23/Apr/19,Kit Kat,$368.38 ,Queensland,Online
,AT-9874,14/May/19,Kit Kat,$644.67 ,Queensland,Online
,AT-10504,11/Jun/19,Kit Kat,$675.37 ,Queensland,Online
,AT-11260,08/Jul/19,Kit Kat,"$1,749.81 ",Queensland,Online
,AT-12529,24/Aug/19,Kit Kat,"$1,934.01 ",Queensland,Online
,AT-15913,13/Feb/20,Kit Kat,$191.87 ,Queensland,Online
,AT-16678,30/Mar/20,Kit Kat,$115.12 ,Queensland,Online
,AT-17722,23/May/20,Kit Kat,$920.96 ,Queensland,Online
,AT-19333,23/Jul/20,Kit Kat,"$2,225.64 ",Queensland,Online
,AT-21169,29/Sep/20,Kit Kat,"$1,112.82 ",Queensland,Online
,AT-21331,04/Oct/20,Kit Kat,$460.48 ,Queensland,Online
,AT-22087,01/Nov/20,Kit Kat,$460.48 ,Queensland,Online
,AT-001,01/Jan/18,Kit Kat,$537.22 ,Queensland,Online
,AT-485,08/Feb/18,Kit Kat,"$3,018.40 ",Queensland,Direct
,AT-1262,26/Mar/18,Kit Kat,"$1,389.15 ",Queensland,Online
,AT-1421,04/Apr/18,Kit Kat,"$1,395.15 ",Queensland,Direct
,AT-2054,07/May/18,Kit Kat,$352.19 ,Queensland,Online
,AT-4660,17/Aug/18,Kit Kat,$272.26 ,Queensland,Online
,AT-5740,26/Sep/18,Kit Kat,"$1,960.25 ",Queensland,Online
,AT-6496,23/Oct/18,Kit Kat,"$1,524.64 ",Queensland,Online
,AT-7849,16/Jan/19,Kit Kat,$184.19 ,Queensland,Online
,AT-8393,23/Feb/19,Kit Kat,"$3,763.20 ",Queensland,Direct
,AT-9374,19/Apr/19,Kit Kat,"$5,740.06 ",Queensland,Direct
,AT-9902,16/May/19,Kit Kat,"$1,127.00 ",Queensland,Online
,AT-10303,04/Jun/19,Kit Kat,"$1,742.44 ",Queensland,Online
,AT-11059,01/Jul/19,Kit Kat,"$1,493.52 ",Queensland,Online
,AT-12571,26/Aug/19,Kit Kat,$808.99 ,Queensland,Online
,AT-13327,23/Sep/19,Kit Kat,"$2,489.20 ",Queensland,Online
,AT-15625,25/Jan/20,Kit Kat,"$2,148.90 ",Queensland,Online
,AT-16547,23/Mar/20,Kit Kat,"$1,470.00 ",Queensland,Online
,AT-17213,28/Apr/20,Kit Kat,"$7,175.07 ",Queensland,Direct
,AT-17890,01/Jun/20,Kit Kat,"$3,111.50 ",Queensland,Online
,AT-19132,16/Jul/20,Kit Kat,"$1,477.96 ",Queensland,Online
,AT-22315,09/Nov/20,Kit Kat,$802.62 ,Queensland,Online
,AT-1685,17/Apr/18,Nescafe Gold,$514.50 ,Queensland,Online
,AT-4407,25/Mar/18,Nescafe Gold,$404.25 ,Queensland,Online
,AT-5163,04/Sep/18,Nescafe Gold,$257.25 ,Queensland,Online
,AT-6648,28/Oct/18,Nescafe Gold,"$2,212.35 ",Queensland,Online
,AT-7476,25/Nov/18,Nescafe Gold,$385.88 ,Queensland,Online
,AT-9524,26/Apr/19,Nescafe Gold,"$1,837.50 ",Queensland,Online
,AT-11211,06/Jul/19,Nescafe Gold,"$1,411.20 ",Queensland,Online
,AT-11994,04/Aug/19,Nescafe Gold,"$1,528.80 ",Queensland,Online
,AT-13236,19/Sep/19,Nescafe Gold,$999.60 ,Queensland,Online
,AT-17135,23/Apr/20,Nescafe Gold,$220.50 ,Queensland,Online
,AT-17447,09/May/20,Nescafe Gold,"$9,555.00 ",Queensland,Online
,AT-20040,18/Aug/20,Nescafe Gold,$330.75 ,Queensland,Online
,AT-21120,27/Sep/20,Nescafe Gold,$955.50 ,Queensland,Online
,AT-21903,25/Oct/20,Nescafe Gold,$845.25 ,Queensland,Online
,AT-3194,24/Jun/18,Nescafe Gold,$418.55 ,Queensland,Direct
,AT-3950,21/Jul/18,Nescafe Gold,"$1,295.50 ",Queensland,Direct
,AT-6083,07/Oct/18,Nescafe Gold,$498.27 ,Queensland,Direct
,AT-12914,07/Sep/19,Nescafe Gold,"$3,188.92 ",Queensland,Direct
,AT-13994,16/Oct/19,Nescafe Gold,"$2,889.96 ",Queensland,Direct
,AT-14786,13/Nov/19,Nescafe Gold,"$2,889.96 ",Queensland,Direct
,AT-18422,20/Jun/20,Nescafe Gold,$597.92 ,Queensland,Direct
,AT-20798,15/Sep/20,Nescafe Gold,"$1,195.85 ",Queensland,Direct
,AT-21581,13/Oct/20,Nescafe Gold,"$1,195.85 ",Queensland,Direct
,AT-22904,28/Nov/20,Nescafe Gold,"$2,192.38 ",Queensland,Direct
,AT-2287,18/May/18,Nes Cau,"$1,408.44 ",Queensland,Direct
,AT-2729,07/Jun/18,Nes Cau,"$2,347.41 ",Queensland,Direct
,AT-4214,31/Jul/18,Nes Cau,"$1,453.16 ",Queensland,Direct
,AT-4970,28/Aug/18,Nes Cau,$469.48 ,Queensland,Direct
,AT-5105,02/Sep/18,Nes Cau,"$1,173.70 ",Queensland,Direct
